Key,Source,Context,Changes,English
farmLifeRawVodkaDesc,items,Item,KgNone,Use the Spirits Vat on a Brew Station. An ingredient used for crafting yummy meals or drinks.
farmLifeRawWhiskeyDesc,items,Item,KgNone,Use the Spirits Vat on a Brew Station. An ingredient used for crafting yummy meals or drinks.
farmLifeRawWhiteRumDesc,items,Item,KgNone,Use the Spirits Vat on a Brew Station. An ingredient used for crafting yummy meals or drinks.
farmLifeRawWhiteZinDesc,items,Item,KgNone,Use the Wine Tank on a Brew Station. An ingredient used for crafting yummy meals or drinks.
farmLifeRedBellDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRedWineandPeppercornPorterhouseDesc,items,Item,KgNone,Use the Tongs on a Wood Grill. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRefriedBeansDesc,items,Item,KgNone,Use the Mixing Bowl on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRefriedBeansStep1Desc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeRefriedBeansStep2Desc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeRennetDesc,items,Item,KgNone,An ingredient used for crafting yummy meals or drinks.
farmLifeRennetStep1Desc,items,Item,KgNone,Use the Zhang Cleaver on a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeRennetStep2Desc,items,Item,KgNone,Use a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.
farmLifeRiceDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRigatoniDesc,items,Item,KgNone,Use the Pasta Helper on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRisottoDesc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRisottoStep1Desc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeRisottoStep2Desc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeRisottoStep3Desc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeRisottoStep4Desc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeRoastedBrusselsSproutsDesc,items,Item,KgNone,Use the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRoastedCarrotDesc,items,Item,KgNone,Use the Tongs on a Wood Grill. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRolandsBreakfastDesc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRollingMatDesc,items,Item,KgNone,Use a Tablesaw. The Rolling Mat is a tool used in the (null) for crafting.
farmLifeRomaineDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRomaineSaladDesc,items,Item,KgNone,Use a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRosemaryDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRumpRoastDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRumpRoastStewDesc,items,Item,KgNone,Use the Ceramic Dutch Oven on a Wood Grill. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRyeDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeRyeMaltDesc,items,Item,KgNone,Use the Drying Pan on a Brew Cooker. Malt is an essential ingredient for brewing beer and spirits.
farmLifeSakeNigiriDesc,items,Item,KgNone,Use a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSalmonFilletDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSalmonRoeDesc,items,Item,KgNone,An ingredient used for crafting yummy meals or drinks.
farmLifeSalmonSteakDesc,items,Item,KgNone,Use the Zhang Cleaver on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSaltDesc,items,Item,KgNone,There doesn’t get any more basic of an ingredient than Salt.
farmLifeSaltShakerDesc,items,Item,KgNone,Scrap me into Salt.
farmLifeSaltandPepperDesc,items,Item,KgNone,An often used blend for cooking.
farmLifeSauerkrautDesc,items,Item,KgNone,Use a Fermentor Bench. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSauerkrautStep1Desc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeSauerkrautStep2Desc,items,Item,KgNone,Use the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.
farmLifeSauerkrautStep3Desc,items,Item,KgNone,Use the Dough Hook on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.
farmLifeSausageGravyDesc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSausageGravyStep1Desc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeSausageGravyStep2Desc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeSausageGravyStep3Desc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeSausagePattyDesc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSauteedOnionsDesc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeScotchDesc,items,Item,KgNone,Use the Mixing Cask on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.
farmLifeScotchMashDesc,items,Item,KgNone,Use the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.
farmLifeSeaweedDesc,items,Item,KgNone,An ingredient used for crafting yummy meals or drinks.
farmLifeShallotDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeShreddedCabbageDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeShreddedCarrotDesc,items,Item,KgNone,Use the Veggie Attachment on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeShreddedCheddarDesc,items,Item,KgNone,Use the Veggie Attachment on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeShreddedLettuceDesc,items,Item,KgNone,Use the Veggie Attachment on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSideofBaconDesc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSimpleSyrupDesc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedApplesDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedAvocadoDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedBeetsDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedBreadDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedBroccoliDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedChickenDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeSlicedGingerDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedGreenBellDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedHamDesc,items,Item,KgNone,Use the Zhang Cleaver on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedJalapenoDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedMushroomsDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedOkraDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedPearDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedRedBellDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedSakeDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeSlicedSquashDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedSteakDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSlicedYellowBellDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSmokedBaconDesc,items,Item,KgNone,Use the Smoker Mat on a Cold Smoker. An ingredient used for crafting yummy meals or drinks.
farmLifeSmokedChickenDesc,items,Item,KgNone,Use the Turkey Rack on a Cold Smoker. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSmokedHamDesc,items,Item,KgNone,Use the Meat Hanger on a Cold Smoker. An ingredient used for crafting yummy meals or drinks.
farmLifeSmokedPorkRibsDesc,items,Item,KgNone,Use the Meat Hanger on a Cold Smoker. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSmokedSalmonDesc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSmokedSalmonSaladDesc,items,Item,KgNone,Use a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSmokedSalmonStep1Desc,items,Item,KgNone,Use a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeSmokedSalmonStep2Desc,items,Item,KgNone,Use the Smoker Mat on a Cold Smoker. An ingredient used for crafting yummy meals or drinks.
farmLifeSmokerMatDesc,items,Item,KgNone,Use the Anvil on a Forge. The Smoker Mat is a tool used in the Cold Smoker for crafting.
farmLifeSorghumDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSoyBeanDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSpaghettiDesc,items,Item,KgNone,Use the Pasta Helper on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.
farmLifeSpaghettiandMeatballsDesc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSpanishRiceDesc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSpanishRiceStep1Desc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeSpanishRiceStep2Desc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeSpatulaDesc,items,Item,KgNone,Use the Forgecrucible on a Forge. The Spatula is a tool used in the Wood Grill for crafting.
farmLifeSpicyBBQSauceDesc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSpicyChickenWingsDesc,items,Item,KgNone,Use the Tongs on a Wood Grill. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSpicyElkJerkyDesc,items,Item,KgNone,Use the Smoker Mat on a Cold Smoker. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSpicyMayoDesc,items,Item,KgNone,Use the Mixing Bowl on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSpicySalmonRollDesc,items,Item,KgNone,Use the Rolling Mat on a (null). Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSpicySalsaDesc,items,Item,KgNone,Use the Veggie Attachment on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSpinachDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSpiritsVatDesc,items,Item,KgNone,Use a Workbench. The Spirits Vat is a tool used in the Brew Station for crafting.
farmLifeSpoutedBarleyDesc,items,Item,KgNone,Use the Malting Trays on a Brew Station. An ingredient used for crafting yummy meals or drinks.
farmLifeSpoutedRyeDesc,items,Item,KgNone,Use the Malting Trays on a Brew Station. An ingredient used for crafting yummy meals or drinks.
farmLifeSpoutedSorghumDesc,items,Item,KgNone,Use the Malting Trays on a Brew Station. An ingredient used for crafting yummy meals or drinks.
farmLifeSquashDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSrirachaDesc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSrirachaStep1Desc,items,Item,KgNone,Use a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeSrirachaStep2Desc,items,Item,KgNone,Use the Food Processor on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.
farmLifeSrirachaStep3Desc,items,Item,KgNone,Use the Clay Pot on a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.
farmLifeSteakBurritoDesc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSteakBurritoStep1Desc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeSteakBurritoStep2Desc,items,Item,KgNone,Use a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeSteamedBroccoliDesc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSteepedBarleyDesc,items,Item,KgNone,Use the Steeping Tun on a Brew Station. An ingredient used for crafting yummy meals or drinks.
farmLifeSteepedRyeDesc,items,Item,KgNone,Use the Steeping Tun on a Brew Station. An ingredient used for crafting yummy meals or drinks.
farmLifeSteepedSorghumDesc,items,Item,KgNone,Use the Steeping Tun on a Brew Station. An ingredient used for crafting yummy meals or drinks.
farmLifeSteepingTunDesc,items,Item,KgNone,Use the Anvil on a Forge. The Steeping Tun is a tool used in the Brew Station for crafting.
farmLifeStillDesc,items,Item,KgNone,Use the Anddieset on a Forge. The Still is a tool used in the Brew Cooker for crafting.
farmLifeStirFryVegetablesDesc,items,Item,KgNone,Use the Wok on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeStrawberryDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeStrawberryIceCreamDesc,items,Item,KgNone,Use the Ice Cream Bowl on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSugarCaneDesc,items,Item,KgNone,Sugar Cane can be scrapped into Raw Sugar for cooking and crafting.
farmLifeSunriseSamplerDesc,items,Item,KgNone,Use a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSunriseSamplerStep1Desc,items,Item,KgNone,Use a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeSushiRiceDesc,items,Item,KgNone,Use the Mixing Bowl on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSushiRiceStep1Desc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeSushiRiceStep2Desc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeSwissCheeseDesc,items,Item,KgNone,Use the Zhang Cleaver on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeSwissCheeseStep1Desc,items,Item,KgNone,Use the Boiler on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.
farmLifeSwissCheeseStep2Desc,items,Item,KgNone,Use a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.
farmLifeSwissCheeseStep3Desc,items,Item,KgNone,Use the Boiler on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.
farmLifeSwissCheeseStep4Desc,items,Item,KgNone,Use the Zhang Cleaver on a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeSwissCheeseStep5Desc,items,Item,KgNone,Use the Boiler on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.
farmLifeSwissCheeseStep6Desc,items,Item,KgNone,Use a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeSwissCheeseStep7Desc,items,Item,KgNone,Use the Cheese Press on a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.
farmLifeSwissCheeseStep8Desc,items,Item,KgNone,Use a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.
farmLifeTacoShellDesc,items,Item,KgNone,Use the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeThymeDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeTomatilloDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeTomatoDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeTongsDesc,items,Item,KgNone,Use the Anvil on a Forge. The Tongs are a tool used in the Wood Grill for crafting.
farmLifeTortillasChipsDesc,items,Item,KgNone,Use the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeTortillasChipsStep1Desc,items,Item,KgNone,Use the Damascus Knife on a Chopping Board. An ingredient used for crafting yummy meals or drinks.
farmLifeTortillasChipsStep2Desc,items,Item,KgNone,Use the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.
farmLifeTripleTacoTuesdayDesc,items,Item,KgNone,Use the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeTurkeyRackDesc,items,Item,KgNone,Use the Anddieset on a Forge. The Turkey Rack is a tool used in the Cold Smoker for crafting.
farmLifeUmeDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeUmeboshiDesc,items,Item,KgNone,Use a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeUmeboshiStep1Desc,items,Item,KgNone,Use a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.
farmLifeUmeboshiStep2Desc,items,Item,KgNone,Use the Clay Pot on a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.
farmLifeUmeboshiStep3Desc,items,Item,KgNone,Use the Clay Pot on a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.
farmLifeVealDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeVegetableOilDesc,items,Item,KgNone,An ingredient used for crafting yummy meals or drinks.
farmLifeVegetableOilStep1Desc,items,Item,KgNone,Use the Veggie Attachment on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.
farmLifeVegetablePastaMealDesc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeVeggieAttachmentDesc,items,Item,KgNone,Use a Workbench. The Veggie Attachment is a tool used in the KitchNaid for crafting.
farmLifeVeggieMashDesc,items,Item,KgNone,Use the Caste Iron Skillet on a Gas Cooktop. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeVodkaDesc,items,Item,KgNone,Use the Mixing Cask on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.
farmLifeVodkaMashDesc,items,Item,KgNone,Use the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.
farmLifeWalnutDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeWalnutShelveDesc,items,Item,KgNone,Use a Tablesaw. An ingredient used for crafting yummy meals or drinks.
farmLifeWalnutWoodPlankDesc,items,Item,KgNone,These Walnut Wood Planks are used in crafting, can be turned into Wood Ash, or shredded into wood chips for grilling and smoking.
farmLifeWalnutWoodchipsDesc,items,Item,KgNone,Use a Tablesaw. An ingredient used for crafting yummy meals or drinks.
farmLifeWheatDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeWheatBreadDesc,items,Item,KgNone,Use the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeWheatFlourDesc,items,Item,KgNone,Use the Grain Miller on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.
farmLifeWhippedCreamDesc,items,Item,KgNone,Use the Mixing Bowl on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeWhiskeyDesc,items,Item,KgNone,Use the Mixing Cask on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.
farmLifeWhiskeyMashDesc,items,Item,KgNone,Use the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.
farmLifeWhiteOakPlankDesc,items,Item,KgNone,These White Oak Planks are used in crafting, can be turned into Wood Ash, or shredded into wood chips for grilling and smoking.
farmLifeWhiteRumDesc,items,Item,KgNone,Use the Mixing Cask on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.
farmLifeWhiteRumMashDesc,items,Item,KgNone,Use the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.
farmLifeWhiteZinDesc,items,Item,KgNone,Use the Floor Corker on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.
farmLifeWholeChickenDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeWholeSalmonDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeWineFilterDesc,items,Item,KgNone,Use a Workbench. The Wine Filter is a tool used in the Brew Station for crafting.
farmLifeWineTankDesc,items,Item,KgNone,Use a Workbench. The Wine Tank is a tool used in the Brew Station for crafting.
farmLifeWokDesc,items,Item,KgNone,Use the Anddieset on a Forge. The Wok is a tool used in the Gas Cooktop for crafting.
farmLifeWoodAshDesc,items,Item,KgNone,This Wood Ash allows you to drop the PH on water to create something more alkaline. 
farmLifeYellowBellDesc,items,Item,KgNone,Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.
farmLifeYogurtCultureDesc,items,Item,KgNone,Use a Fermentor Bench. An ingredient used for crafting yummy meals or drinks.
farmLifeYogurtStep1Desc,items,Item,KgNone,Use the Cooking Pot on a Gas Cooktop. An ingredient used for crafting yummy meals or drinks.
farmLifeYogurtStep2Desc,items,Item,KgNone,Use the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.
farmLifeZhangBladeDesc,items,Item,KgNone,Use the Anvil on a Forge. An ingredient used for crafting yummy meals or drinks.
farmLifeZhangCleaverDesc,items,Item,KgNone,Use a Workbench. The Zhang Cleaver is a tool used in the Chopping Board for crafting.
farmLifeZhangHandleDesc,items,Item,KgNone,Use a Workbench. An ingredient used for crafting yummy meals or drinks.
farmLifeAppleSeedDesc,blocks,Block,New,Apple Seeds are planted to grow trees. These trees will begin to grow immediately after planting. Once the tree is mature then food and materials can be harvested from them using an Axe.
farmLifeAvocadoSeedDesc,blocks,Block,New,Avocado Seeds are planted to grow trees. These trees will begin to grow immediately after planting. Once the tree is mature then food and materials can be harvested from them using an Axe.
farmLifeBananaSeedDesc,blocks,Block,New,Banana Seeds are planted to grow trees. These trees will begin to grow immediately after planting. Once the tree is mature then food and materials can be harvested from them using an Axe.
farmLifeBarleySeedDesc,blocks,Block,New,Barley Seeds are planted to grow crops. First you need to get some Farm Plots to plant the crops into! Then you can plant these seeds - which will grow into crops. These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!
farmLifeBasilSeedDesc,blocks,Block,New,Basil Seeds are planted to grow crops. First you need to get some Farm Plots to plant the crops into! Then you can plant these seeds - which will grow into crops. These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!
farmLifeBeetSeedDesc,blocks,Block,New,Beet Seeds are planted to grow crops. First you need to get some Farm Plots to plant the crops into! Then you can plant these seeds - which will grow into crops. These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!
farmLifeBellPepperSeedDesc,blocks,Block,New,Bell Pepper Seeds are planted to grow crops. First you need to get some Farm Plots to plant the crops into! Then you can plant these seeds - which will grow into crops. These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!
farmLifeBitterHopsSeedDesc,blocks,Block,New,Bitter Hops Seeds are planted to grow crops. First you need to get some Farm Plots to plant the crops into! Then you can plant these seeds - which will grow into crops. These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!
farmLifeBlackBeanSeedDesc,blocks,Block,New,Black Bean Seeds are planted to grow crops. First you need to get some Farm Plots to plant the crops into! Then you can plant these seeds - which will grow into crops. These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!
farmLifeBlackPepperSeedDesc,blocks,Block,New,Black Pepper Seeds are planted to grow crops. First you need to get some Farm Plots to plant the crops into! Then you can plant these seeds - which will grow into crops. These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!
farmLifeBrickPlanterDesc,blocks,Block,New,Brick Planters are decorative blocks. Once placed they act like farm plots. You can place seeds on top of them to grow.
farmLifeBrickPlanter2Desc,blocks,Block,New,Brick Planter 2s are decorative blocks. Once placed they act like farm plots. You can place seeds on top of them to grow.
farmLifeBrickPlanter3Desc,blocks,Block,New,Brick Planter 3s are decorative blocks. Once placed they act like farm plots. You can place seeds on top of them to grow.
farmLifeBrickPlanter4Desc,blocks,Block,New,Brick Planter 4s are decorative blocks. Once placed they act like farm plots. You can place seeds on top of them to grow.
farmLifeBroccoliSeedDesc,blocks,Block,New,Broccoli Seeds are planted to grow crops. First you need to get some Farm Plots to plant the crops into! Then you can plant these seeds - which will grow into crops. These crops can be harvested from fully grown plants and used to create delicious meals in the kitchen!
